Prenda;Temporada;ColorPrenda;Id
Falda;Otoño;A;79
Blusa;Otoño;A;200
Pantalón;Verano;C;114
Chaqueta;Primavera;A;17
Falda;Otoño;C;149
Blusa;Invierno;A;113
Chaqueta;Otoño;C;120
Falda;Verano;A;22
Falda;Verano;B;93
Camisa;Otoño;C;50
Blusa;Invierno;A;157
Chaqueta;Otoño;B;1
Chaqueta;Primavera;A;55
Chaqueta;Invierno;C;91
Blusa;Otoño;C;158
Pantalón;Otoño;B;134
Falda;Otoño;A;78
Camisa;Otoño;A;164
Chaqueta;Otoño;A;155
Chaqueta;Verano;C;4
Pantalón;Otoño;C;30
Pantalón;Invierno;B;93
Blusa;Invierno;A;43
Camisa;Primavera;A;175
Pantalón;Verano;B;5
Blusa;Primavera;A;6
Pantalón;Verano;B;13
Chaqueta;Primavera;C;8
Camisa;Otoño;B;68
Chaqueta;Otoño;B;64
Pantalón;Invierno;C;4
Blusa;Invierno;C;97
Falda;Verano;B;69
Camisa;Invierno;B;5
Chaqueta;Invierno;A;158
Falda;Verano;C;93
Falda;Primavera;B;32
Blusa;Invierno;A;124
Camisa;Primavera;C;132
Falda;Primavera;B;27
Falda;Primavera;C;70
Falda;Verano;A;192
Pantalón;Otoño;C;158
Blusa;Otoño;A;154
Camisa;Verano;C;106
Blusa;Invierno;C;97
Pantalón;Primavera;B;130
Pantalón;Invierno;C;104
Blusa;Invierno;B;30
Chaqueta;Verano;A;180
Camisa;Verano;A;191
Pantalón;Verano;A;43
Pantalón;Primavera;C;161
Falda;Invierno;B;114
Falda;Primavera;A;73
Camisa;Otoño;C;37
Camisa;Primavera;A;93
Falda;Invierno;A;109
Falda;Invierno;C;26
Chaqueta;Invierno;B;161
Camisa;Primavera;B;191
Falda;Invierno;A;102
Falda;Invierno;C;97
Falda;Otoño;C;60
Blusa;Invierno;A;185
Pantalón;Otoño;C;66
Pantalón;Primavera;B;77
Falda;Verano;C;45
Camisa;Verano;B;143
Pantalón;Invierno;C;170
Camisa;Invierno;A;100
Camisa;Otoño;A;128
Camisa;Verano;B;181
Camisa;Verano;C;21
Falda;Primavera;C;26
Blusa;Invierno;A;185
Pantalón;Otoño;B;177
Pantalón;Verano;A;102
Camisa;Verano;C;42
Chaqueta;Verano;B;87
Camisa;Invierno;B;173
Camisa;Invierno;B;92
Chaqueta;Verano;B;191
Pantalón;Invierno;A;27
Blusa;Primavera;B;42
Camisa;Verano;B;131
Pantalón;Primavera;C;114
Blusa;Otoño;B;183
Chaqueta;Otoño;A;145
Falda;Verano;A;27
Falda;Primavera;A;152
Camisa;Verano;B;28
Camisa;Invierno;B;96
Camisa;Primavera;B;89
Falda;Invierno;C;136
Camisa;Invierno;C;9
Camisa;Verano;A;108
Blusa;Otoño;C;38
Pantalón;Verano;C;166
Pantalón;Otoño;C;183
Chaqueta;Invierno;B;133
Camisa;Invierno;C;107
Pantalón;Invierno;B;115
Chaqueta;Verano;A;112
Pantalón;Primavera;C;73
Pantalón;Invierno;B;75
Pantalón;Verano;B;118
Falda;Otoño;A;134
Pantalón;Invierno;A;23
Pantalón;Verano;A;198
Blusa;Otoño;B;136
Falda;Primavera;B;125
Pantalón;Verano;B;180
Camisa;Verano;C;147
Falda;Primavera;B;98
Blusa;Verano;A;82
Blusa;Otoño;B;187
Blusa;Primavera;B;169
Pantalón;Invierno;C;68
Blusa;Invierno;A;179
Camisa;Invierno;B;7
Camisa;Verano;C;119
Camisa;Verano;C;195
Chaqueta;Otoño;B;24
Blusa;Primavera;A;108
Chaqueta;Otoño;A;13
Camisa;Invierno;C;22
Blusa;Otoño;A;53
Pantalón;Otoño;B;151
Camisa;Primavera;B;23
Camisa;Invierno;A;28
Pantalón;Verano;A;99
Falda;Otoño;C;72
Chaqueta;Otoño;A;84
Chaqueta;Verano;A;31
Chaqueta;Otoño;A;73
Camisa;Otoño;C;3
Pantalón;Otoño;A;68
Chaqueta;Primavera;B;134
Blusa;Primavera;C;112
Chaqueta;Verano;C;171
Chaqueta;Invierno;B;98
Blusa;Primavera;A;113
Pantalón;Verano;B;58
Camisa;Otoño;A;105
Blusa;Primavera;B;140
Blusa;Otoño;C;152
Pantalón;Otoño;C;109
Blusa;Otoño;B;69
Camisa;Primavera;B;10
Pantalón;Verano;B;200
Blusa;Otoño;A;73
Blusa;Verano;C;169
Camisa;Verano;A;119
Camisa;Primavera;A;39
Falda;Otoño;B;167
Falda;Otoño;A;108
Camisa;Primavera;B;158
Pantalón;Primavera;B;22
Blusa;Verano;A;193
Falda;Verano;A;140
Camisa;Primavera;B;26
Blusa;Invierno;B;175
Camisa;Verano;C;96
Camisa;Otoño;C;184
Blusa;Otoño;B;84
Camisa;Invierno;C;161
Pantalón;Invierno;A;102
Camisa;Verano;C;178
Blusa;Invierno;C;30
Camisa;Invierno;A;194
Chaqueta;Otoño;C;109
Falda;Invierno;A;157
Chaqueta;Verano;B;103
Camisa;Invierno;C;190
Falda;Invierno;A;108
Chaqueta;Invierno;A;111
Blusa;Invierno;C;26
Chaqueta;Otoño;C;119
Chaqueta;Otoño;C;85
Pantalón;Verano;B;36
Chaqueta;Verano;C;123
Camisa;Verano;A;145
Pantalón;Primavera;C;30
Camisa;Otoño;A;154
Blusa;Verano;A;75
Camisa;Primavera;C;194
Falda;Invierno;C;48
Pantalón;Verano;C;188
Falda;Invierno;C;105
Pantalón;Verano;B;14
Camisa;Verano;A;159
Chaqueta;Invierno;C;31
Blusa;Invierno;C;134
Falda;Primavera;A;136
Falda;Invierno;A;12
Chaqueta;Invierno;B;137
Pantalón;Invierno;C;187
Chaqueta;Otoño;C;23
Chaqueta;Invierno;B;127
Camisa;Primavera;A;106
Pantalón;Otoño;C;21
Blusa;Verano;C;39
Chaqueta;Primavera;A;20
Pantalón;Otoño;B;1
Blusa;Verano;C;147
Camisa;Invierno;B;152
Falda;Invierno;C;61
Chaqueta;Otoño;C;20
Chaqueta;Invierno;C;185
Pantalón;Otoño;A;162
Falda;Otoño;A;123
Blusa;Otoño;A;18
Blusa;Otoño;A;108
Blusa;Otoño;B;58
Falda;Primavera;C;123
Falda;Verano;B;195
Falda;Primavera;B;68
Chaqueta;Otoño;C;8
Pantalón;Invierno;B;71
Blusa;Invierno;B;118
Chaqueta;Invierno;C;15
Chaqueta;Primavera;B;33
Falda;Otoño;B;185
Chaqueta;Otoño;B;187
Pantalón;Verano;A;56
Falda;Otoño;B;193
Blusa;Primavera;B;112
Pantalón;Primavera;C;89
Chaqueta;Verano;C;82
Blusa;Otoño;B;44
Blusa;Verano;A;195
Camisa;Primavera;B;103
Falda;Verano;A;33
Blusa;Primavera;B;24
Blusa;Invierno;B;123
Camisa;Primavera;A;3
Camisa;Primavera;A;76
Camisa;Primavera;B;103
Camisa;Primavera;C;194
Blusa;Verano;A;92
Chaqueta;Invierno;A;120
Camisa;Otoño;C;137
Camisa;Otoño;C;148
Camisa;Otoño;B;90
Pantalón;Primavera;A;130
Camisa;Invierno;C;57
Pantalón;Invierno;A;120
Falda;Verano;B;196
Chaqueta;Primavera;C;190
Camisa;Verano;A;54
Falda;Verano;B;28
Pantalón;Otoño;B;48
Blusa;Verano;C;89
Falda;Verano;B;131
Pantalón;Invierno;B;15
Blusa;Primavera;B;105
Pantalón;Invierno;C;178
Chaqueta;Verano;B;141
Camisa;Invierno;A;80
Blusa;Otoño;A;104
Falda;Invierno;A;196
Chaqueta;Primavera;B;62
Blusa;Verano;C;3
Pantalón;Primavera;C;27
Pantalón;Invierno;A;34
Chaqueta;Otoño;B;27
Chaqueta;Primavera;B;113
Pantalón;Primavera;A;128
Chaqueta;Invierno;C;99
Falda;Verano;C;3
Falda;Otoño;B;89
Chaqueta;Otoño;C;185
Camisa;Primavera;A;121
Blusa;Invierno;C;125
Blusa;Invierno;A;107
Chaqueta;Primavera;A;73
Falda;Primavera;A;16
Falda;Verano;C;141
Pantalón;Invierno;C;192
Falda;Primavera;B;45
Blusa;Otoño;B;8
Camisa;Otoño;A;158
Pantalón;Primavera;A;76
Pantalón;Verano;B;71
Blusa;Primavera;A;114
Falda;Otoño;C;130
Falda;Otoño;B;109
Pantalón;Invierno;B;89
Blusa;Invierno;A;24
Blusa;Primavera;B;139
Pantalón;Verano;A;14
Falda;Otoño;B;131
Chaqueta;Verano;B;57
Chaqueta;Invierno;C;161
Camisa;Invierno;C;60
Camisa;Otoño;B;27
Camisa;Otoño;C;42
Falda;Primavera;C;91
Blusa;Otoño;B;163
Blusa;Otoño;A;149
Pantalón;Invierno;C;152
Blusa;Primavera;B;112
Pantalón;Verano;A;105
Falda;Primavera;C;93
Camisa;Invierno;A;150
Blusa;Verano;B;81
Blusa;Invierno;C;50
Falda;Primavera;A;53
Chaqueta;Primavera;A;4
Chaqueta;Invierno;B;158
Camisa;Verano;A;185
Camisa;Verano;A;68
Chaqueta;Primavera;C;139
Falda;Otoño;A;157
Blusa;Verano;A;113
Falda;Verano;A;183
Pantalón;Invierno;C;53
Camisa;Otoño;C;6
Falda;Verano;C;34
Pantalón;Verano;B;30
Camisa;Verano;B;50
Pantalón;Otoño;C;7
Camisa;Verano;B;33
Chaqueta;Primavera;B;104
Pantalón;Primavera;C;200
Blusa;Invierno;B;12
Falda;Invierno;B;192
Chaqueta;Primavera;B;6
Pantalón;Primavera;C;177
Camisa;Invierno;C;115
Pantalón;Invierno;B;106
Falda;Otoño;B;44
Camisa;Verano;C;177
Chaqueta;Verano;C;186
Pantalón;Verano;C;56
Pantalón;Invierno;A;169
Chaqueta;Verano;A;106
Falda;Otoño;B;39
Blusa;Primavera;C;118
Blusa;Invierno;C;130
Blusa;Primavera;A;90
Pantalón;Invierno;B;135
Blusa;Invierno;C;112
Pantalón;Verano;B;39
Blusa;Otoño;C;152
Blusa;Invierno;C;66
Chaqueta;Invierno;B;84
Blusa;Primavera;B;39
Blusa;Verano;C;182
Camisa;Invierno;C;5
Pantalón;Verano;A;94
Chaqueta;Primavera;A;16
Chaqueta;Otoño;C;183
Pantalón;Primavera;A;122
Falda;Otoño;C;43
Blusa;Invierno;A;63
Falda;Otoño;C;138
Chaqueta;Otoño;A;153
Chaqueta;Otoño;B;32
Chaqueta;Verano;B;146
Chaqueta;Verano;B;167
Pantalón;Otoño;A;100
Falda;Primavera;B;43
Pantalón;Otoño;B;36
Falda;Invierno;A;26
Pantalón;Verano;B;47
Blusa;Primavera;A;79
Blusa;Invierno;C;166
Pantalón;Invierno;B;26
Falda;Verano;A;170
Blusa;Verano;B;101
Camisa;Primavera;B;26
Pantalón;Verano;C;192
Falda;Verano;C;25
Camisa;Verano;B;174
Falda;Otoño;A;62
Falda;Invierno;A;30
Pantalón;Verano;C;191
Blusa;Primavera;B;107
Pantalón;Invierno;A;67
Blusa;Primavera;A;193
Pantalón;Invierno;B;141
Falda;Verano;A;183
Camisa;Verano;B;178
Blusa;Primavera;A;26
Camisa;Verano;A;125
Blusa;Invierno;B;24
Camisa;Primavera;A;193
Pantalón;Primavera;A;62
Falda;Primavera;A;89
Falda;Verano;C;112
Falda;Invierno;A;51
Chaqueta;Otoño;A;182
Chaqueta;Primavera;B;23
Camisa;Otoño;B;20
Blusa;Verano;C;20
Falda;Verano;C;157
Pantalón;Primavera;B;63
Camisa;Otoño;C;123
Chaqueta;Otoño;B;128
Camisa;Primavera;B;42
Pantalón;Primavera;A;182
Chaqueta;Primavera;B;146
Chaqueta;Primavera;C;198
Blusa;Invierno;A;187
Pantalón;Verano;A;116
Pantalón;Invierno;A;199
Falda;Otoño;B;81
Falda;Otoño;A;82
Camisa;Otoño;A;46
Pantalón;Invierno;A;184
Camisa;Invierno;B;140
Camisa;Invierno;A;167
Falda;Verano;B;115
Camisa;Invierno;A;53
Pantalón;Primavera;B;7
Chaqueta;Invierno;B;3
Camisa;Otoño;A;187
Chaqueta;Invierno;C;44
Falda;Verano;C;82
Falda;Verano;A;117
Chaqueta;Otoño;A;161
Falda;Otoño;B;39
Blusa;Invierno;A;165
Falda;Invierno;A;173
Falda;Otoño;C;61
Chaqueta;Primavera;A;91
Blusa;Verano;A;135
Pantalón;Otoño;A;158
Pantalón;Invierno;B;196
Camisa;Otoño;C;56
Pantalón;Invierno;B;194
Camisa;Primavera;C;56
Camisa;Invierno;A;135
Blusa;Invierno;C;108
Blusa;Otoño;A;188
Falda;Invierno;A;191
Chaqueta;Verano;C;93
Chaqueta;Verano;C;130
Chaqueta;Verano;A;198
Chaqueta;Primavera;B;111
Blusa;Primavera;C;27
Blusa;Verano;A;37
Pantalón;Invierno;B;75
Blusa;Invierno;C;46
Chaqueta;Verano;A;104
Falda;Verano;B;143
Camisa;Verano;C;21
Chaqueta;Invierno;C;93
Camisa;Otoño;B;67
Pantalón;Primavera;B;77
Pantalón;Otoño;A;158
Camisa;Otoño;A;182
Blusa;Primavera;B;77
Camisa;Primavera;A;21
Falda;Invierno;A;16
Blusa;Primavera;B;71
Pantalón;Invierno;B;161
Falda;Otoño;A;124
Camisa;Invierno;B;142
Pantalón;Invierno;C;86
Falda;Primavera;B;113
Blusa;Verano;B;170
Falda;Verano;C;34
Camisa;Verano;C;3
Camisa;Invierno;C;193
Pantalón;Verano;B;195
Camisa;Otoño;B;11
Chaqueta;Otoño;A;99
Pantalón;Otoño;C;90
Blusa;Primavera;C;139
Falda;Otoño;B;4
Chaqueta;Invierno;C;125
Camisa;Verano;C;18
Pantalón;Invierno;A;174
Blusa;Otoño;B;146
Camisa;Otoño;A;165
Falda;Verano;A;30
Blusa;Verano;B;196
Pantalón;Primavera;B;109
Camisa;Otoño;B;5
Camisa;Invierno;A;59
Camisa;Invierno;B;59
Blusa;Invierno;C;199
Blusa;Primavera;C;172
Blusa;Otoño;C;31
Camisa;Otoño;A;85
Camisa;Otoño;A;28
Falda;Invierno;C;195
Falda;Otoño;C;35
Falda;Invierno;C;67
Pantalón;Otoño;C;114
Blusa;Verano;B;179
Falda;Otoño;A;77
Camisa;Primavera;A;78
Chaqueta;Otoño;B;25
Camisa;Primavera;A;131
Pantalón;Invierno;C;163
Blusa;Otoño;B;112
Chaqueta;Verano;A;35
Camisa;Otoño;C;97
Pantalón;Primavera;C;105
Chaqueta;Otoño;A;3
Blusa;Verano;B;128
Blusa;Invierno;B;188
Chaqueta;Primavera;B;106
Chaqueta;Invierno;B;148
Falda;Otoño;C;86
Pantalón;Invierno;B;34
Camisa;Invierno;C;164
Falda;Otoño;A;112
Camisa;Invierno;B;15
Pantalón;Invierno;A;154
Camisa;Primavera;B;160
Pantalón;Verano;C;81
Chaqueta;Primavera;A;18
Chaqueta;Otoño;C;107
Camisa;Verano;C;129
Camisa;Otoño;B;37
Pantalón;Invierno;C;185
Blusa;Verano;B;78
Blusa;Invierno;B;22
Blusa;Otoño;A;92
Pantalón;Otoño;A;49
Falda;Invierno;C;17
Camisa;Invierno;A;152
Pantalón;Verano;C;84
Blusa;Verano;C;16
Chaqueta;Invierno;C;55
Blusa;Invierno;B;151
Falda;Otoño;A;24
Pantalón;Verano;B;67
Blusa;Verano;C;31
Pantalón;Otoño;C;124
Pantalón;Invierno;B;23
Pantalón;Primavera;B;34
Camisa;Primavera;C;40
Blusa;Invierno;C;67
Falda;Primavera;C;43
Chaqueta;Primavera;B;138
Camisa;Otoño;C;31
Falda;Otoño;C;10
Camisa;Verano;A;110
Blusa;Verano;B;57
Pantalón;Invierno;A;23
Blusa;Verano;C;110
Blusa;Otoño;C;17
Camisa;Invierno;C;10
Falda;Otoño;A;114
Pantalón;Verano;C;83
Pantalón;Otoño;A;43
Chaqueta;Primavera;C;177
Blusa;Verano;A;166
Camisa;Verano;A;94
Chaqueta;Verano;B;146
Chaqueta;Invierno;A;24
Blusa;Primavera;A;180
Pantalón;Primavera;A;130
Pantalón;Otoño;C;168
Pantalón;Otoño;C;63
Camisa;Invierno;B;71
Chaqueta;Primavera;A;170
Blusa;Invierno;C;117
Camisa;Primavera;B;53
Blusa;Primavera;C;139
Pantalón;Invierno;C;70
Falda;Verano;C;54
Blusa;Verano;B;53
Chaqueta;Verano;C;167
Pantalón;Invierno;B;87
Pantalón;Verano;B;77
Falda;Otoño;C;198
Pantalón;Otoño;A;174
Camisa;Primavera;A;191
Falda;Verano;A;43
Falda;Invierno;B;54
Falda;Otoño;C;116
Falda;Invierno;A;135
Chaqueta;Verano;C;126
Blusa;Verano;A;112
Chaqueta;Invierno;A;151
Camisa;Otoño;B;112
Camisa;Invierno;B;177
Chaqueta;Primavera;A;43
Pantalón;Primavera;C;159
Chaqueta;Primavera;C;51
Chaqueta;Otoño;A;101
Blusa;Otoño;B;186
Falda;Otoño;B;110
Blusa;Otoño;A;171
Pantalón;Verano;B;55
Falda;Primavera;C;100
Pantalón;Verano;B;91
Falda;Verano;C;93
Camisa;Invierno;A;68
Blusa;Invierno;A;63
Blusa;Otoño;B;37
Chaqueta;Otoño;B;79
Chaqueta;Primavera;C;77
Chaqueta;Otoño;A;95
Chaqueta;Otoño;A;187
Pantalón;Invierno;B;2
Chaqueta;Primavera;B;128
Blusa;Invierno;B;21
Falda;Verano;C;111
Blusa;Invierno;C;121
Camisa;Primavera;B;39
Blusa;Verano;C;93
Camisa;Otoño;B;158
Chaqueta;Primavera;A;111
Pantalón;Otoño;B;125
Camisa;Invierno;C;167
Chaqueta;Otoño;A;69
Chaqueta;Verano;C;190
Camisa;Otoño;A;168
Falda;Verano;B;66
Falda;Primavera;C;183
Falda;Otoño;B;2
Pantalón;Primavera;B;195
Falda;Primavera;B;175
Falda;Invierno;B;177
Falda;Otoño;C;88
Chaqueta;Otoño;C;181
Pantalón;Verano;A;132
Pantalón;Primavera;B;178
Falda;Invierno;B;11
Pantalón;Primavera;A;114
Camisa;Invierno;B;132
Pantalón;Primavera;B;94
Camisa;Otoño;A;147
Blusa;Verano;A;124
Chaqueta;Otoño;C;120
Camisa;Invierno;C;42
Chaqueta;Otoño;B;80
Falda;Verano;C;22
Pantalón;Primavera;B;160
Pantalón;Verano;C;187
Camisa;Invierno;C;103
Pantalón;Otoño;B;197
Chaqueta;Invierno;B;119
Falda;Otoño;B;34
Pantalón;Verano;C;80
Blusa;Primavera;A;95
Camisa;Invierno;B;56
Camisa;Verano;B;77
Chaqueta;Invierno;B;32
Pantalón;Verano;A;27
Falda;Otoño;B;85
Pantalón;Primavera;C;91
Blusa;Verano;C;129
Blusa;Verano;A;170
Chaqueta;Verano;B;16
Pantalón;Primavera;A;75
Falda;Invierno;C;69
Pantalón;Verano;A;146
Falda;Otoño;A;196
Blusa;Otoño;B;151
Pantalón;Primavera;C;114
Chaqueta;Invierno;C;79
Chaqueta;Invierno;B;166
Chaqueta;Primavera;A;9
Blusa;Verano;A;20
Falda;Verano;B;9
Pantalón;Primavera;B;141
Falda;Verano;B;181
Camisa;Invierno;C;199
Blusa;Otoño;C;87
Pantalón;Verano;C;50
Camisa;Verano;A;33
Chaqueta;Primavera;B;40
Chaqueta;Verano;B;133
Chaqueta;Otoño;B;134
Blusa;Primavera;A;51
Blusa;Otoño;C;168
Pantalón;Primavera;B;183
Blusa;Otoño;A;181
Chaqueta;Primavera;A;190
Camisa;Primavera;A;25
Camisa;Primavera;A;115
Blusa;Verano;A;142
Pantalón;Primavera;C;158
Falda;Verano;C;64
Falda;Primavera;A;131
Blusa;Otoño;B;3
Falda;Otoño;C;114
Chaqueta;Verano;C;59
Falda;Primavera;B;46
Falda;Verano;B;176
Chaqueta;Invierno;C;103
Chaqueta;Verano;B;52
Falda;Invierno;B;165
Falda;Verano;B;56
Blusa;Primavera;B;183
Falda;Otoño;A;155
Falda;Otoño;B;45
Pantalón;Otoño;C;183
Chaqueta;Primavera;C;119
Camisa;Primavera;A;191
Camisa;Otoño;A;168
Chaqueta;Invierno;A;176
Blusa;Primavera;C;29
Pantalón;Verano;B;10
Camisa;Invierno;A;22
Chaqueta;Verano;A;146
Camisa;Otoño;A;16
Blusa;Primavera;B;85
Camisa;Verano;A;139
Blusa;Primavera;C;102
Blusa;Otoño;C;197
Camisa;Invierno;C;59
Chaqueta;Invierno;C;186
Camisa;Primavera;A;94
Blusa;Otoño;A;7
Camisa;Primavera;B;76
Chaqueta;Verano;A;131
Blusa;Invierno;B;115
Camisa;Otoño;B;11
Chaqueta;Primavera;C;8
Camisa;Invierno;B;126
Falda;Verano;B;155
Pantalón;Otoño;A;191
Falda;Invierno;C;106
Falda;Verano;A;135
Chaqueta;Primavera;C;157
Falda;Primavera;C;69
Chaqueta;Primavera;C;63
Chaqueta;Invierno;A;11
Blusa;Invierno;A;45
Camisa;Verano;B;181
Chaqueta;Otoño;A;197
Camisa;Primavera;C;34
Camisa;Primavera;B;131
Camisa;Otoño;B;13
Blusa;Primavera;A;198
Chaqueta;Invierno;A;57
Chaqueta;Otoño;C;95
Falda;Primavera;C;39
Chaqueta;Invierno;A;128
Camisa;Primavera;B;113
Falda;Otoño;B;119
Blusa;Otoño;A;175
Blusa;Primavera;C;143
Falda;Otoño;A;152
Falda;Primavera;A;58
Pantalón;Verano;C;170
Falda;Primavera;C;198
Blusa;Otoño;A;100
Chaqueta;Otoño;B;198
Blusa;Otoño;C;58
Blusa;Primavera;A;55
Falda;Primavera;C;45
Chaqueta;Verano;A;166
Camisa;Primavera;B;13
Camisa;Otoño;A;60
Blusa;Primavera;B;138
Camisa;Primavera;A;129
Camisa;Primavera;A;149
Falda;Invierno;C;191
Falda;Otoño;B;23
Falda;Otoño;A;28
Blusa;Verano;C;115
Pantalón;Otoño;A;185
Falda;Verano;C;75
Chaqueta;Verano;B;22
Pantalón;Verano;A;100
Pantalón;Otoño;B;184
Falda;Otoño;C;58
Pantalón;Primavera;A;178
Camisa;Primavera;A;99
Blusa;Verano;B;72
Pantalón;Verano;B;169
Pantalón;Verano;A;180
Pantalón;Verano;C;198
Falda;Invierno;A;195
Camisa;Invierno;A;111
Chaqueta;Invierno;C;21
Blusa;Invierno;B;113
Pantalón;Invierno;B;136
Chaqueta;Invierno;B;151
Pantalón;Otoño;C;191
Falda;Invierno;A;127
Falda;Primavera;B;22
Pantalón;Primavera;B;156
Falda;Invierno;B;49
Blusa;Verano;B;78
Camisa;Otoño;C;47
Camisa;Verano;A;81
Falda;Verano;C;30
Pantalón;Verano;A;168
Chaqueta;Primavera;C;85
Falda;Verano;B;185
Falda;Invierno;B;157
Falda;Primavera;A;153
Falda;Verano;A;150
Pantalón;Invierno;C;185
Camisa;Primavera;C;181
Falda;Otoño;C;193
Camisa;Invierno;B;48
Blusa;Invierno;A;102
Falda;Invierno;C;11
Camisa;Verano;A;41
Pantalón;Primavera;C;144
Falda;Verano;C;165
Blusa;Invierno;B;36
Chaqueta;Verano;B;153
Pantalón;Verano;C;117
Chaqueta;Primavera;A;66
Falda;Otoño;B;70
Camisa;Otoño;A;75
Pantalón;Otoño;C;45
Chaqueta;Primavera;C;74
Pantalón;Otoño;C;101
Falda;Invierno;C;152
Falda;Primavera;C;77
Blusa;Verano;B;194
Camisa;Otoño;B;134
Camisa;Verano;C;141
Camisa;Primavera;A;23
Blusa;Verano;A;9
Chaqueta;Otoño;B;186
Falda;Invierno;C;64
Chaqueta;Invierno;A;146
Chaqueta;Otoño;C;122
Camisa;Invierno;B;27
Blusa;Primavera;B;157
Camisa;Primavera;B;21
Camisa;Otoño;A;180
Pantalón;Invierno;B;168
Camisa;Otoño;C;3
Blusa;Primavera;C;34
Falda;Primavera;C;44
Falda;Verano;A;131
Camisa;Invierno;B;133
Pantalón;Otoño;A;34
Pantalón;Invierno;B;189
Blusa;Primavera;B;160
Pantalón;Primavera;B;66
Falda;Verano;B;74
Pantalón;Verano;B;131
Pantalón;Verano;C;62
Blusa;Otoño;C;25
Blusa;Invierno;C;60
Blusa;Otoño;C;136
Chaqueta;Primavera;B;4
Blusa;Primavera;A;50
Camisa;Invierno;B;112
Falda;Primavera;B;178
Pantalón;Verano;A;161
Pantalón;Primavera;B;12
Falda;Otoño;B;10
Blusa;Verano;C;134
Blusa;Invierno;C;11
Chaqueta;Otoño;A;196
Falda;Otoño;B;156
Pantalón;Verano;C;61
Blusa;Invierno;A;13
Blusa;Primavera;B;92
Chaqueta;Otoño;C;4
Chaqueta;Primavera;C;111
Pantalón;Invierno;C;98
Blusa;Otoño;A;118
Falda;Primavera;B;115
Chaqueta;Otoño;C;173
Chaqueta;Primavera;B;125
Pantalón;Otoño;A;112
Falda;Verano;B;32
Chaqueta;Primavera;A;14
Chaqueta;Invierno;C;64
Blusa;Primavera;C;181
Blusa;Otoño;C;90
Blusa;Primavera;C;27
Blusa;Invierno;A;150
Blusa;Primavera;B;56
Chaqueta;Verano;A;36
Pantalón;Primavera;C;48
Camisa;Otoño;C;178
Camisa;Otoño;B;109
Pantalón;Otoño;A;116
Pantalón;Otoño;A;66
Blusa;Primavera;B;175
Camisa;Verano;B;96
Blusa;Verano;C;195
Pantalón;Otoño;C;108
Chaqueta;Verano;B;176
Pantalón;Invierno;A;183
Blusa;Otoño;B;155
Pantalón;Invierno;A;182
Falda;Invierno;B;189
Blusa;Invierno;B;91
Camisa;Verano;B;64
Camisa;Verano;B;98
Camisa;Otoño;C;106
Pantalón;Verano;A;155
Camisa;Otoño;B;36
Camisa;Invierno;A;135
Falda;Invierno;C;52
Pantalón;Invierno;A;169
Pantalón;Primavera;C;144
Falda;Primavera;C;194
Falda;Primavera;C;135
Pantalón;Otoño;C;5
Chaqueta;Invierno;A;155
Blusa;Primavera;B;38
Pantalón;Otoño;A;33
Chaqueta;Primavera;B;41
Blusa;Invierno;B;6
Falda;Verano;B;175
Chaqueta;Verano;C;157
Pantalón;Otoño;B;96
Pantalón;Otoño;B;49
Chaqueta;Verano;A;186
Blusa;Otoño;B;133
Camisa;Invierno;A;7
Chaqueta;Otoño;A;11
Falda;Otoño;B;30
Blusa;Primavera;A;10
Falda;Invierno;A;94
Pantalón;Otoño;A;28
Blusa;Primavera;B;22
Chaqueta;Verano;B;131
Camisa;Otoño;C;187
Falda;Invierno;A;87
Falda;Otoño;A;57
Pantalón;Verano;C;110
Falda;Verano;C;143
Blusa;Primavera;B;59
Chaqueta;Primavera;B;101
Pantalón;Primavera;B;169
Falda;Primavera;A;150
Falda;Primavera;C;68
Chaqueta;Otoño;A;95
Blusa;Invierno;A;20
Falda;Invierno;C;70
Camisa;Invierno;A;143
Pantalón;Otoño;A;53
Blusa;Otoño;A;48
Pantalón;Verano;A;200
Pantalón;Primavera;A;29
Blusa;Verano;A;160
Pantalón;Primavera;C;157
Camisa;Verano;A;38
Falda;Primavera;A;87
Camisa;Otoño;B;115
Camisa;Verano;C;17
Blusa;Invierno;A;34
Camisa;Primavera;C;71
Chaqueta;Otoño;C;93
Chaqueta;Verano;B;3
Camisa;Otoño;B;18
Blusa;Primavera;C;21
Falda;Otoño;A;125
Blusa;Otoño;A;7
Blusa;Invierno;B;44
Camisa;Otoño;C;151
Blusa;Invierno;B;117
Falda;Otoño;B;116
Camisa;Otoño;C;67
Pantalón;Invierno;B;56
Camisa;Primavera;C;40
Pantalón;Verano;C;175
Blusa;Invierno;A;169
Camisa;Verano;A;38
Blusa;Otoño;B;149
Blusa;Verano;C;139
Camisa;Otoño;C;162
Pantalón;Invierno;C;134
Falda;Primavera;A;126
Chaqueta;Invierno;C;38
Camisa;Otoño;A;93
Blusa;Invierno;B;98
Blusa;Otoño;C;102
Pantalón;Invierno;C;106
Falda;Primavera;A;103
Blusa;Primavera;C;85
Camisa;Verano;B;166
Pantalón;Otoño;B;153
Camisa;Verano;C;171
Pantalón;Verano;A;31
Camisa;Primavera;B;93
Pantalón;Verano;B;104
Falda;Invierno;A;110
Blusa;Primavera;B;137
Camisa;Invierno;B;47
Falda;Invierno;B;170
Pantalón;Primavera;B;145
Camisa;Invierno;B;192
Pantalón;Primavera;B;72
Chaqueta;Verano;A;97
Camisa;Invierno;B;66
